title,total_time,serving_size,ingr,instructions,nativeCuisine,country
Indian-Style Chicken and Onions,60,4 servings,3 tablespoons water,"Puree water, garlic, serrano chile peppers, and ginger together in a blender or food processor until smooth.

Heat ghee in a 6-quart saucepan over medium heat. Season chicken with salt and pepper. Cook chicken in hot ghee until browned, 3 to 4 minutes per side. Transfer chicken to a plate.

Cook and stir garlic puree in the 6-quart saucepan until golden, 2 to 3 minutes. Add onion; cook and stir until golden, 5 to 7 minutes. Add fenugreek, coriander, garam masala, and turmeric to onion mixture; cook and stir until fragrant, about 1 minute.

Stir tomatoes into onion mixture; cook and stir until tomatoes are lightly browned, 4 to 6 minutes. Add chicken, milk, and cream; bring to a boil. Reduce heat to medium, cover saucepan, and cook until chicken is no longer pink in the center and tender, 15 to 20 minutes. Transfer chicken to a serving platter using a slotted spoon. Continue cooking sauce until slightly reduced, 5 to 7 more minutes. Stir cilantro into sauce and pour over chicken.
",indian,IND
Frizzled Onions,30,8 servings,"2 small onions, very thinly sliced","Heat oil in a small saucepan placed over medium-low heat.  A slice of onion should just sizzle a bit when added to the hot oil.  Add 1/2 of the onions and cook, stirring occasionally, until the onions are a deep golden brown, about 7-10 minutes.  Remove with slotted spoon to paper towels to drain, and salt to taste.  Onions will be soft at first and will crisp as they cool.  Repeat with remaining onions.
",indian,IND
Indian Broccoli Junka,32,4 servings,3 tablespoons vegetable oil,"Heat 3 tablespoons oil in a skillet over medium heat; add mustard seeds and cook until they crackle, 1 to 2 minutes. Add onion and cumin seeds; cook and stir until onion is translucent, 5 to 10 minutes. Add ginger-garlic paste, chili powder, and turmeric; cook and stir until fragrant, 1 to 2 minutes.

Mix broccoli into onion mixture; cook and stir until tender, 8 to 10 minutes. Add water and salt; cook and stir for 1 minute. Stir gram flour into broccoli mixture; cook, stirring constantly, until broccoli is coated and doesn't stick to skillet, adding more flour if needed, 5 to 8 minutes. Drizzle 1 teaspoon oil over junka to serve.
",indian,IND
Easy Indian Curried Lamb,85,4 servings,3 tablespoons canola oil,"Heat canola oil in a saucepan over medium heat. Cook and stir onion, garlic, and cumin seeds in the hot oil until onion is browned, 10 to 15 minutes. Add lamb, tomato paste, coriander, salt, garam masala, turmeric, and red chile powder; stir to coat. Cover saucepan and simmer until meat is tender and no longer pink in the center, about 1 hour.
",indian,IND
Paneer,170,6 Servings,1 gallon milk,"Pour the gallon of milk into a large pot. Bring to a boil over medium heat. Watch carefully, as it will boil over almost as soon as it starts to boil. As the milk begins to boil, pour the buttermilk into the pot in a steady stream while stirring constantly. The milk will separate into curd and water.

Place a cheesecloth into a colander, and pour the milk mixture through it. Reserve some of the liquid for later. Let the milk mixture sit in the colander for a couple of hours, or until it stops dripping.

After the curds are strained and settled, transfer them to a food processor. Process until smooth. It should be able to form a ball if it is the right consistency. If it is too dry, add a little of the reserved liquid and process again. The consistency should be like a firm ricotta cheese.

Turn the cheese out onto a clean surface, and knead until smooth. Form into a ball, and wrap in plastic. Refrigerate until needed.

To cook the paneer, heat the oil in a large heavy skillet over medium-high heat. Cut the paneer into bite size pieces. Fry for about 1 minute, or until a very pale golden brown. Drain on paper towels. Add to your favorite curry or dish.
",indian,IND
Seitan Makhani (Vegan-Style Indian Butter Chicken),65,6 servings,1 tablespoon peanut oil,"Heat 1 tablespoon peanut oil in a saucepan over medium heat. Stir in the shallot and onion; cook and stir until the onion has softened and turned translucent, about 5 minutes. Add the margarine, lemon juice, ginger, garlic, garam masala, curry powder, chili powder, cumin, and bay leaf. Cook and stir for 1 minute. Stir in the tomato puree and cook for 2 minutes more.

Reduce the heat to low, and mix in the soy milk and soy yogurt. Simmer for 10 minutes, stirring frequently. Season to taste with cayenne, salt, and black pepper; remove from heat and set aside.

Heat 1 1/2 teaspoons of peanut oil in a heavy skillet (preferably cast iron) over medium heat. Add the seitan and cook, stirring constantly, for 10 minutes. Reduce the heat to low and season the seitan with 2 teaspoons garam masala and a pinch of cayenne. Stir in about a 1/4 cup of the tomato-yogurt sauce and simmer for 2 to 3 minutes. Transfer the seitan mixture to the saucepan.

Mix the cornstarch and cold water. Return the saucepan to the stove over medium-high heat. Stir the cornstarch mixture into the sauce. Bring to a boil; reduce the heat and simmer until the sauce has thickened, about 5 to 10 minutes.
",indian,IND
Indian Chicken Curry I,45,6 servings,"8 bone-in chicken breast halves, skinless","Rinse chicken and pat dry; season with salt and pepper to taste. Heat oil in a large skillet over medium high heat, then saute chicken until browned. Remove chicken from skillet and set aside.

Saute onions in skillet until translucent; add ginger and garlic and saute until fragrant, then stir in curry powder.

Return chicken to skillet and add tomato sauce, coconut milk, cloves, cardamom and cinnamon stick. Season with salt to taste and stir all together.

Reduce heat to low and simmer until chicken is tender and cooked through (no longer pink inside), about 20 to 25 minutes.
",indian,IND
Spicy Indian Chicken Curry Yummy,75,4 servings,3 tablespoons vegetable oil,"Heat oil in a small pot over medium heat. Add chicken, onion, and ginger garlic paste. Season with curry powder, cinnamon stick, cardamom pods, bay leaves, cloves, red pepper flakes, black peppercorns, and coriander seeds. Cover, and simmer for about 30 minutes, stirring occasionally. At this point, gravy will be runny; if you want to thicken, remove lid, and cook until liquid is reduced.
",indian,IND
Mango Coconut Sauce,25,3 cups,"2 mangoes, peeled, pitted, and cut into 1-inch chunks","Place the mangoes into a blender, and blend until smooth. Pour the mango puree, coconut milk, heavy cream, and lime juice into a saucepan and blend thoroughly; bring to a boil over medium heat. Serve immediately.
",indian,IND
Spicy Indian Chicken and Mango Curry,35,4 servings,"2 medium mangoes, peeled and sliced, divided","Place half of the mango slices into the bowl of a blender with the coconut milk.  Blend until smooth and reserve for later.

Heat the oil in a large pot over medium-high heat.  Stir in the curry paste, and cook until fragrant, about 1 minute.  Add the chicken and shallot; cook until the chicken is done and the shallots have softened, about 5 minutes.  Pour in the mango puree, and cook until heated through.  To serve, stir in the remaining mango slices and cucumber.
",indian,IND
Spinach and Tomato Dal (Indian Lentil Soup),110,4 servings,1 cup red lentils,"Bring lentils and 4 cups water to a boil in a saucepan. Stir in salt. Reduce heat to medium-low and cook at a simmer 10 minutes. Skim off any scum that forms and continue to simmer until the lentils are tender, about 1 hour.

Heat the oil in a separate saucepan. Cook mustard seeds and cumin seeds in hot oil until they start to splatter, 2 to 3 minutes. Add onion, garlic, and turmeric to the seeds; cook and stir until the onion is soft, about 5 minutes. Stir spinach, tomato, and cayenne pepper into the onion mixture; cook until the spinach wilts and the tomato is tender, about 5 minutes.

Stir the cooked lentils and cilantro into the spinach mixture; bring to a simmer and cook for 5 minutes. Adjust salt and water to taste and texture preferences.
",indian,IND
One-Pot Vegan Potato-Lentil Curry,50,4 servings,"1 tablespoon canola oil, or more as needed","Heat oil in a pot over medium-low heat and cook onions, garlic, and ginger until fragrant, 3 to 5 minutes. Sprinkle with sugar and cumin, and cook until sugar caramelizes, about 2 minutes, making sure cumin does not burn. Stir in curry paste; cook for 1 to 2 minutes. Add potatoes, lentils, coconut milk, and tomatoes and their juice. Season with vegetable bouillon and bring to a boil.

Cover and simmer until potatoes and lentils are cooked through, 20 to 25 minutes, stirring occasionally. Season with lemon juice, salt, and pepper.
",indian,IND
Dosas (Indian-style Pancakes),65,8 pancakes,1 cup brown rice flour,"Stir the brown rice and whole wheat flours together in a mixing bowl. Stir in the water to make a thin batter. Add the onion, garlic, cilantro, sugar, turmeric, cumin, mustard seeds, cumin seeds, coriander, ginger, cayenne pepper and rice vinegar until evenly blended. Cover, and refrigerate for at least 1/2 hour, or overnight.

To cook the dosas, heat the oil in a skillet over medium heat. Pour 1/4 cup of batter into the skillet, spreading it over the bottom in a thin layer. Cook 1 minute, turn, and cook 1 minute more. Remove from the pan. Repeat with remaining batter.
",indian,IND
Egg and Potato Curry,55,2 servings,"3 tablespoons vegetable oil, divided","Heat 1 tablespoon oil in a skillet over medium heat. Stir in onions; cook and stir until onion pieces are soft and translucent, about 5 minutes. Reduce heat to medium-low; continue cooking, stirring occasionally, until onions are golden, about 10 minutes more.

Remove pan from heat and set it aside. Transfer cooked onions to the bowl of a food processor; grind onions, tomatoes, and green chiles into a smooth paste.

Heat remaining 2 tablespoons oil in the same skillet over medium heat. Add onion mixture carefully, as it may spatter. Cook and stir for 2 to 3 minutes. Stir in garlic paste, ginger paste, coriander, cumin, garam masala, turmeric, cayenne pepper, and salt. Cook and stir until the oil begins to separate from the mixture, about 5 minutes.

Pour water into skillet and bring sauce to a boil. Add cubed potatoes. Gently stir in the eggs. Reduce heat to low and simmer until sauce has thickened slightly, about 10 minutes. Remove from heat. Garnish with cilantro before serving.
",indian,IND
Potato Curry,60,4 servings,3 tablespoons ghee,"Heat the ghee in a skillet over medium heat, and mix in the cumin, turmeric, coriander, salt, mustard seed, and cayenne pepper. Place potatoes in the skillet, and stir to evenly coat with the ghee. Cook 10 minutes, stirring often. Pour water into the skillet. Reduce heat to low, and simmer 30 minutes, until potatoes are tender.

Mix the yogurt and peas into the saucepan. Continue cooking until heated through.
",indian,IND
Absolutely Perfect Palak Paneer,45,4 servings,6 tablespoons olive oil,"In a large saucepan heat 3 tablespoons of olive oil and saute garlic, 1/2 tablespoon of ginger, red chilies (optional ingredient) and onion until brown. Mix in the cumin, coriander, turmeric and sour cream (add more or less to achieve desired creaminess). Add the spinach, handfuls at a time until it is cooked down, about 15 minutes total. Remove from heat and allow to cool slightly.

Pour spinach mixture into a blender or food processor and add the tomato, the remaining 1/2 tablespoon of ginger, and cilantro (add more or less according to taste). Blend for 15 to 30 seconds, or until the spinach is finely chopped. Pour back into the saucepan and keep warm over low heat.

In a medium frying pan heat 3 tablespoons of olive oil over medium heat, and fry cheese until browned; drain and add to spinach. Cook for 10 minutes on low heat. Season with salt to taste.
",indian,IND
